"No.","Time","Source","Destination","Protocol","Length","Info"
"565","1694.375978","10.0.1.6","10.0.0.4","LDAP","404","searchRequest(120) ""<ROOT>"" baseObject "
"566","1694.376750","10.0.0.4","10.0.1.6","TCP","1472","389  >  57028 [ACK] Seq=1 Ack=351 Win=4197120 Len=1418 [TCP segment of a reassembled PDU]"
"567","1694.376751","10.0.0.4","10.0.1.6","LDAP","1370","searchResEntry(120) ""<ROOT>""  | searchResDone(120) success  [1 result]"
"568","1694.376772","10.0.1.6","10.0.0.4","TCP","54","57028  >  389 [ACK] Seq=351 Ack=2735 Win=524544 Len=0"
"569","1694.377501","10.0.1.6","10.0.0.4","LDAP","1864","bindRequest(122) ""<ROOT>"" sasl "
"570","1694.381038","10.0.0.4","10.0.1.6","TCP","54","389  >  57028 [ACK] Seq=2735 Ack=2161 Win=4197120 Len=0"
"571","1694.382313","10.0.0.4","10.0.1.6","LDAP","265","bindResponse(122) success "
"572","1694.382693","10.0.1.6","10.0.0.4","LDAP","170","SASL GSS-API Integrity: "
"573","1694.383727","10.0.0.4","10.0.1.6","TCP","2890","389  >  57028 [ACK] Seq=2946 Ack=2277 Win=4197120 Len=2836 [TCP segment of a reassembled PDU]"
"574","1694.383730","10.0.0.4","10.0.1.6","LDAP","292","SASL GSS-API Integrity: "
"575","1694.383779","10.0.1.6","10.0.0.4","TCP","54","57028  >  389 [ACK] Seq=2277 Ack=6020 Win=524544 Len=0"
"576","1694.384016","10.0.1.6","10.0.0.4","LDAP","129","SASL GSS-API Integrity: "
"577","1694.384306","10.0.1.6","10.0.0.4","TCP","54","57028  >  389 [FIN, ACK] Seq=2352 Ack=6020 Win=524544 Len=0"
"578","1694.384875","10.0.0.4","10.0.1.6","TCP","54","389  >  57028 [RST, ACK] Seq=6020 Ack=2352 Win=0 Len=0"
"579","1694.385289","10.0.1.6","10.0.0.4","TCP","66","57029  >  389 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"580","1694.386329","10.0.0.4","10.0.1.6","TCP","66","389  >  57029 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1418 WS=256 SACK_PERM=1"
"581","1694.386380","10.0.1.6","10.0.0.4","TCP","54","57029  >  389 [ACK] Seq=1 Ack=1 Win=524544 Len=0"
"582","1694.387392","10.0.1.6","10.0.0.4","LDAP","1864","bindRequest(127) ""<ROOT>"" sasl "
"583","1694.387841","10.0.0.4","10.0.1.6","TCP","54","389  >  57029 [ACK] Seq=1 Ack=1811 Win=4197120 Len=0"
"584","1694.388423","10.0.0.4","10.0.1.6","LDAP","265","bindResponse(127) success "
"585","1694.388975","10.0.1.6","10.0.0.4","LDAP","203","SASL GSS-API Integrity: "
"586","1694.389553","10.0.0.4","10.0.1.6","LDAP","233","SASL GSS-API Integrity: "
"587","1694.390034","10.0.1.6","10.0.0.4","LDAP","237","SASL GSS-API Integrity: "
"588","1694.391371","10.0.0.4","10.0.1.6","TCP","5726","389  >  57029 [ACK] Seq=391 Ack=2143 Win=4196864 Len=5672 [TCP segment of a reassembled PDU]"
"589","1694.391374","10.0.0.4","10.0.1.6","LDAP","602","SASL GSS-API Integrity: "
"590","1694.391396","10.0.1.6","10.0.0.4","TCP","54","57029  >  389 [ACK] Seq=2143 Ack=6611 Win=524544 Len=0"
"591","1694.392418","10.0.1.6","10.0.0.4","LDAP","212","SASL GSS-API Integrity: "
"592","1694.392805","10.0.0.4","10.0.1.6","TCP","182","[TCP Retransmission] 445  >  57026 [PSH, ACK] Seq=8814 Ack=12664 Win=4196864 Len=128"
"593","1694.392817","10.0.1.6","10.0.0.4","TCP","66","57026  >  445 [ACK] Seq=12664 Ack=8942 Win=4195840 Len=0 SLE=8814 SRE=8942"
"594","1694.393042","10.0.0.4","10.0.1.6","LDAP","234","SASL GSS-API Integrity: "
"595","1694.393682","10.0.1.6","10.0.0.4","LDAP","378","SASL GSS-API Integrity: "
"596","1694.394710","10.0.0.4","10.0.1.6","TCP","2890","389  >  57029 [ACK] Seq=6791 Ack=2625 Win=4196352 Len=2836 [TCP segment of a reassembled PDU]"
"597","1694.394712","10.0.0.4","10.0.1.6","LDAP","197","SASL GSS-API Integrity: "
"598","1694.394737","10.0.1.6","10.0.0.4","TCP","54","57029  >  389 [ACK] Seq=2625 Ack=9770 Win=524544 Len=0"
"599","1694.395039","10.0.1.6","10.0.0.4","LDAP","216","SASL GSS-API Integrity: "
"600","1694.395964","10.0.0.4","10.0.1.6","LDAP","238","SASL GSS-API Integrity: "
"601","1694.396839","10.0.1.6","10.0.0.4","LDAP","378","SASL GSS-API Integrity: "
"602","1694.397946","10.0.0.4","10.0.1.6","TCP","2890","389  >  57029 [ACK] Seq=9954 Ack=3111 Win=4195840 Len=2836 [TCP segment of a reassembled PDU]"
"603","1694.397948","10.0.0.4","10.0.1.6","LDAP","197","SASL GSS-API Integrity: "
"604","1694.397981","10.0.1.6","10.0.0.4","TCP","54","57029  >  389 [ACK] Seq=3111 Ack=12933 Win=524544 Len=0"
"605","1694.398548","10.0.1.6","10.0.0.4","LDAP","378","SASL GSS-API Integrity: "
"606","1694.399333","10.0.0.4","10.0.1.6","LDAP","1250","SASL GSS-API Integrity: "
"607","1694.399564","10.0.1.6","10.0.0.4","LDAP","203","SASL GSS-API Integrity: "
"608","1694.400065","10.0.0.4","10.0.1.6","LDAP","233","SASL GSS-API Integrity: "
"609","1694.400244","10.0.1.6","10.0.0.4","LDAP","203","SASL GSS-API Integrity: "
"610","1694.400992","10.0.0.4","10.0.1.6","LDAP","233","SASL GSS-API Integrity: "
"611","1694.401194","10.0.1.6","10.0.0.4","LDAP","1692","SASL GSS-API Integrity: "
"612","1694.402779","10.0.0.4","10.0.1.6","TCP","54","389  >  57029 [ACK] Seq=14487 Ack=5371 Win=4197120 Len=0"
"613","1694.402969","10.0.0.4","10.0.1.6","LDAP","598","SASL GSS-API Integrity: "
"614","1694.403446","10.0.1.6","10.0.0.4","SMB2","186","Create Request File: samr"
"615","1694.404982","10.0.0.4","10.0.1.6","SMB2","210","Create Response File: samr"
"616","1694.405081","10.0.1.6","10.0.0.4","SMB2","162","GetInfo Request FILE_INFO/SMB2_FILE_STANDARD_INFO File: samr"
"617","1694.405893","10.0.0.4","10.0.1.6","SMB2","154","GetInfo Response"
"618","1694.405976","10.0.1.6","10.0.0.4","DCERPC","330","Bind: call_id: 2, Fragment: Single, 3 context items: SAMR V1.0 (32bit NDR), SAMR V1.0 (64bit NDR), SAMR V1.0 (6cb71c2c-9812-4540-0300-000000000000)"
"619","1694.407138","10.0.0.4","10.0.1.6","SMB2","138","Write Response"
"620","1694.407345","10.0.1.6","10.0.0.4","SMB2","171","Read Request Len:1024 Off:0 File: samr"
"621","1694.408196","10.0.0.4","10.0.1.6","DCERPC","254","Bind_ack: call_id: 2, Fragment: Single, max_xmit: 4280 max_recv: 4280, 3 results: Provider rejection, Acceptance, Negotiate ACK"
"622","1694.408390","10.0.1.6","10.0.0.4","SAMR","266","Connect5 request"
"623","1694.409382","10.0.0.4","10.0.1.6","SMB2","138","Write Response"
"624","1694.409473","10.0.1.6","10.0.0.4","SMB2","171","Read Request Len:1024 Off:0 File: samr"
"625","1694.410033","10.0.0.4","10.0.1.6","SAMR","202","Connect5 response"
"626","1694.410120","10.0.1.6","10.0.0.4","SAMR","222","EnumDomains request"
"627","1694.410505","10.0.0.4","10.0.1.6","SMB2","138","Write Response"
"628","1694.410588","10.0.1.6","10.0.0.4","SMB2","171","Read Request Len:1024 Off:0 File: samr"
"629","1694.411168","10.0.0.4","10.0.1.6","SAMR","338","EnumDomains response"
"630","1694.411341","10.0.1.6","10.0.0.4","SAMR","272","LookupDomain request, "
"631","1694.411933","10.0.0.4","10.0.1.6","SMB2","138","Write Response"
"632","1694.412063","10.0.1.6","10.0.0.4","SMB2","171","Read Request Len:1024 Off:0 File: samr"
"633","1694.414030","10.0.0.4","10.0.1.6","SAMR","206","LookupDomain response"
"634","1694.414267","10.0.1.6","10.0.0.4","SAMR","250","OpenDomain request"
"635","1694.415089","10.0.0.4","10.0.1.6","SMB2","138","Write Response"
"636","1694.415171","10.0.1.6","10.0.0.4","SMB2","171","Read Request Len:1024 Off:0 File: samr"
"637","1694.415932","10.0.0.4","10.0.1.6","SAMR","186","OpenDomain response"
"638","1694.416114","10.0.1.6","10.0.0.4","SAMR","238","OpenDomain request"
"639","1694.418505","10.0.0.4","10.0.1.6","SMB2","138","Write Response"
"640","1694.418721","10.0.1.6","10.0.0.4","SMB2","171","Read Request Len:1024 Off:0 File: samr"
"641","1694.419174","10.0.0.4","10.0.1.6","SAMR","186","OpenDomain response"
"642","1694.419364","10.0.1.6","10.0.0.4","SAMR","296","LookupNames request"
"643","1694.421515","10.0.0.4","10.0.1.6","SMB2","138","Write Response"
"644","1694.421623","10.0.1.6","10.0.0.4","SMB2","171","Read Request Len:1024 Off:0 File: samr"
"645","1694.422046","10.0.0.4","10.0.1.6","SAMR","226","LookupNames response"
"646","1694.422135","10.0.1.6","10.0.0.4","SAMR","222","OpenUser request"
"647","1694.422741","10.0.0.4","10.0.1.6","SMB2","138","Write Response"
"648","1694.422802","10.0.1.6","10.0.0.4","SMB2","171","Read Request Len:1024 Off:0 File: samr"
"649","1694.423646","10.0.0.4","10.0.1.6","SAMR","186","OpenUser response"
"650","1694.423799","10.0.1.6","10.0.0.4","SAMR","218","QueryUserInfo request"
"651","1694.424402","10.0.0.4","10.0.1.6","SMB2","138","Write Response"
"652","1694.424526","10.0.1.6","10.0.0.4","SMB2","171","Read Request Len:1024 Off:0 File: samr"
"653","1694.425056","10.0.0.4","10.0.1.6","SAMR","662","QueryUserInfo response"
"654","1694.425165","10.0.1.6","10.0.0.4","SAMR","218","QuerySecurity request"
"655","1694.425903","10.0.0.4","10.0.1.6","SMB2","138","Write Response"
"656","1694.426034","10.0.1.6","10.0.0.4","SMB2","171","Read Request Len:1024 Off:0 File: samr"
"657","1694.426594","10.0.0.4","10.0.1.6","SAMR","386","QuerySecurity response"
"658","1694.426743","10.0.1.6","10.0.0.4","SAMR","214","Close request"
"659","1694.427255","10.0.0.4","10.0.1.6","SMB2","138","Write Response"
"660","1694.427374","10.0.1.6","10.0.0.4","SMB2","171","Read Request Len:1024 Off:0 File: samr"
"661","1694.427905","10.0.0.4","10.0.1.6","SAMR","186","Close response"
"662","1694.427986","10.0.1.6","10.0.0.4","SAMR","214","Close request"
"663","1694.429351","10.0.0.4","10.0.1.6","SMB2","138","Write Response"
"664","1694.429574","10.0.1.6","10.0.0.4","SMB2","171","Read Request Len:1024 Off:0 File: samr"
"665","1694.430101","10.0.0.4","10.0.1.6","SAMR","186","Close response"
"666","1694.430194","10.0.1.6","10.0.0.4","SAMR","214","Close request"
"667","1694.433047","10.0.0.4","10.0.1.6","SMB2","138","Write Response"
"668","1694.433248","10.0.1.6","10.0.0.4","SMB2","171","Read Request Len:1024 Off:0 File: samr"
"669","1694.433856","10.0.0.4","10.0.1.6","SAMR","186","Close response"
"670","1694.434048","10.0.1.6","10.0.0.4","SAMR","214","Close request"
"671","1694.434529","10.0.0.4","10.0.1.6","SMB2","138","Write Response"
"672","1694.434662","10.0.1.6","10.0.0.4","SMB2","171","Read Request Len:1024 Off:0 File: samr"
"673","1694.435142","10.0.0.4","10.0.1.6","SAMR","186","Close response"
"674","1694.435291","10.0.1.6","10.0.0.4","SMB2","146","Close Request File: samr"
"675","1694.435986","10.0.0.4","10.0.1.6","SMB2","182","Close Response"
"676","1694.436510","10.0.1.6","10.0.0.4","SMB2","190","Create Request File: lsarpc"
"677","1694.437337","10.0.0.4","10.0.1.6","SMB2","210","Create Response File: lsarpc"
"678","1694.437494","10.0.1.6","10.0.0.4","SMB2","162","GetInfo Request FILE_INFO/SMB2_FILE_STANDARD_INFO File: lsarpc"
"679","1694.438005","10.0.0.4","10.0.1.6","SMB2","154","GetInfo Response"
"680","1694.438132","10.0.1.6","10.0.0.4","DCERPC","330","Bind: call_id: 2, Fragment: Single, 3 context items: LSARPC V0.0 (32bit NDR), LSARPC V0.0 (64bit NDR), LSARPC V0.0 (6cb71c2c-9812-4540-0300-000000000000)"
"681","1694.438425","10.0.0.4","10.0.1.6","SMB2","138","Write Response"
"682","1694.438509","10.0.1.6","10.0.0.4","SMB2","171","Read Request Len:1024 Off:0 File: lsarpc"
"683","1694.439316","10.0.0.4","10.0.1.6","DCERPC","254","Bind_ack: call_id: 2, Fragment: Single, max_xmit: 4280 max_recv: 4280, 3 results: Provider rejection, Acceptance, Negotiate ACK"
"684","1694.439396","10.0.1.6","10.0.0.4","LSARPC","306","lsa_OpenPolicy2 request"
"685","1694.439728","10.0.0.4","10.0.1.6","TCP","598","[TCP Retransmission] 389  >  57029 [PSH, ACK] Seq=14487 Ack=5371 Win=4197120 Len=544"
"686","1694.439750","10.0.1.6","10.0.0.4","TCP","66","57029  >  389 [ACK] Seq=5371 Ack=15031 Win=524032 Len=0 SLE=14487 SRE=15031"
"687","1694.440066","10.0.0.4","10.0.1.6","SMB2","138","Write Response"
"688","1694.440203","10.0.1.6","10.0.0.4","SMB2","171","Read Request Len:1024 Off:0 File: lsarpc"
"689","1694.440668","10.0.0.4","10.0.1.6","LSARPC","186","lsa_OpenPolicy2 response"
"690","1694.440839","10.0.1.6","10.0.0.4","LSARPC","314","lsa_LookupNames3 request"
"691","1694.441593","10.0.0.4","10.0.1.6","SMB2","138","Write Response"
"692","1694.441724","10.0.1.6","10.0.0.4","SMB2","171","Read Request Len:1024 Off:0 File: lsarpc"
"693","1694.442740","10.0.0.4","10.0.1.6","LSARPC","390","lsa_LookupNames3 response"
"694","1694.442911","10.0.1.6","10.0.0.4","LSARPC","214","lsa_Close request"
"695","1694.443799","10.0.0.4","10.0.1.6","SMB2","138","Write Response"
"696","1694.443925","10.0.1.6","10.0.0.4","SMB2","171","Read Request Len:1024 Off:0 File: lsarpc"
"697","1694.445044","10.0.0.4","10.0.1.6","LSARPC","186","lsa_Close response"
"698","1694.445186","10.0.1.6","10.0.0.4","SMB2","146","Close Request File: lsarpc"
"699","1694.445849","10.0.0.4","10.0.1.6","SMB2","182","Close Response"
"700","1694.447350","10.0.1.6","10.0.0.4","LDAP","203","SASL GSS-API Integrity: "
"701","1694.448109","10.0.0.4","10.0.1.6","LDAP","233","SASL GSS-API Integrity: "
"702","1694.448353","10.0.1.6","10.0.0.4","LDAP","1692","SASL GSS-API Integrity: "
"703","1694.449392","10.0.0.4","10.0.1.6","TCP","54","389  >  57029 [ACK] Seq=15210 Ack=7158 Win=4197120 Len=0"
"704","1694.449409","10.0.0.4","10.0.1.6","LDAP","952","SASL GSS-API Integrity: "
"705","1694.461346","10.0.1.6","10.0.0.4","DNS","95","Standard query 0xa61e SRV _ldap._tcp.pdc._msdcs.dmevals.local"
"706","1694.462551","10.0.0.4","10.0.1.6","DNS","152","Standard query response 0xa61e SRV _ldap._tcp.pdc._msdcs.dmevals.local SRV 0 100 389 newyork.dmevals.local A 10.0.0.4"
"707","1694.463161","10.0.1.6","10.0.0.4","CLDAP","245","searchRequest(56) ""<ROOT>"" baseObject "
"708","1694.464217","10.0.0.4","10.0.1.6","CLDAP","216","searchResEntry(56) ""<ROOT>"" searchResDone(56) success  [1 result]"
"709","1694.486556","10.0.0.4","10.0.1.6","TCP","182","[TCP Retransmission] 445  >  57026 [PSH, ACK] Seq=14714 Ack=19018 Win=4196608 Len=128"
"710","1694.486575","10.0.1.6","10.0.0.4","TCP","66","57026  >  445 [ACK] Seq=19018 Ack=14842 Win=4195840 Len=0 SLE=14714 SRE=14842"
"711","1694.486587","10.0.0.4","10.0.1.6","TCP","952","[TCP Retransmission] 389  >  57029 [PSH, ACK] Seq=15210 Ack=7158 Win=4197120 Len=898"
"712","1694.486593","10.0.1.6","10.0.0.4","TCP","66","57029  >  389 [ACK] Seq=7158 Ack=16108 Win=524544 Len=0 SLE=15210 SRE=16108"
"713","1694.563929","10.0.1.6","10.0.0.4","SMB2","190","Create Request File: lsarpc"
"714","1694.565107","10.0.0.4","10.0.1.6","SMB2","210","Create Response File: lsarpc"
"715","1694.565240","10.0.1.6","10.0.0.4","SMB2","162","GetInfo Request FILE_INFO/SMB2_FILE_STANDARD_INFO File: lsarpc"
"716","1694.566384","10.0.0.4","10.0.1.6","SMB2","154","GetInfo Response"
"717","1694.566507","10.0.1.6","10.0.0.4","DCERPC","330","Bind: call_id: 2, Fragment: Single, 3 context items: LSARPC V0.0 (32bit NDR), LSARPC V0.0 (64bit NDR), LSARPC V0.0 (6cb71c2c-9812-4540-0300-000000000000)"
"718","1694.567963","10.0.0.4","10.0.1.6","SMB2","138","Write Response"
"719","1694.568080","10.0.1.6","10.0.0.4","SMB2","171","Read Request Len:1024 Off:0 File: lsarpc"
"720","1694.568800","10.0.0.4","10.0.1.6","DCERPC","254","Bind_ack: call_id: 2, Fragment: Single, max_xmit: 4280 max_recv: 4280, 3 results: Provider rejection, Acceptance, Negotiate ACK"
"721","1694.568899","10.0.1.6","10.0.0.4","LSARPC","294","lsa_OpenPolicy2 request"
"722","1694.569580","10.0.0.4","10.0.1.6","SMB2","138","Write Response"
"723","1694.569662","10.0.1.6","10.0.0.4","SMB2","171","Read Request Len:1024 Off:0 File: lsarpc"
"724","1694.570776","10.0.0.4","10.0.1.6","LSARPC","186","lsa_OpenPolicy2 response"
"725","1694.571000","10.0.1.6","10.0.0.4","LSARPC","222","lsa_EnumTrustDom request"
"726","1694.574502","10.0.0.4","10.0.1.6","SMB2","138","Write Response"
"727","1694.575534","10.0.1.6","10.0.0.4","SMB2","171","Read Request Len:1024 Off:0 File: lsarpc"
"728","1694.576480","10.0.0.4","10.0.1.6","LSARPC","190","lsa_EnumTrustDom response, STATUS_NO_MORE_ENTRIES, Error: STATUS_NO_MORE_ENTRIES"
"729","1694.576596","10.0.1.6","10.0.0.4","LSARPC","214","lsa_Close request"
"730","1694.577421","10.0.0.4","10.0.1.6","SMB2","138","Write Response"
"731","1694.577498","10.0.1.6","10.0.0.4","SMB2","171","Read Request Len:1024 Off:0 File: lsarpc"
"732","1694.577896","10.0.0.4","10.0.1.6","LSARPC","186","lsa_Close response"
"733","1694.578003","10.0.1.6","10.0.0.4","SMB2","146","Close Request File: lsarpc"
"734","1694.578352","10.0.0.4","10.0.1.6","SMB2","182","Close Response"
"735","1694.611640","10.0.0.4","10.0.1.6","TCP","182","[TCP Retransmission] 445  >  57026 [PSH, ACK] Seq=16034 Ack=20666 Win=4196608 Len=128"
"736","1694.611669","10.0.1.6","10.0.0.4","TCP","66","57026  >  445 [ACK] Seq=20666 Ack=16162 Win=4196096 Len=0 SLE=16034 SRE=16162"
"737","1694.763723","10.0.1.6","10.0.0.4","LDAP","130","SASL GSS-API Integrity: "
"738","1694.763877","10.0.1.6","10.0.0.4","TCP","54","57029  >  389 [FIN, ACK] Seq=7234 Ack=16108 Win=524544 Len=0"
"739","1694.764775","10.0.0.4","10.0.1.6","TCP","54","389  >  57029 [ACK] Seq=16108 Ack=7235 Win=4197120 Len=0"
"740","1694.765158","10.0.0.4","10.0.1.6","TCP","54","389  >  57029 [RST, ACK] Seq=16108 Ack=7235 Win=0 Len=0"
"741","1705.040108","10.0.1.6","10.0.0.4","SMB2","126","Tree Disconnect Request"
"742","1705.041607","10.0.0.4","10.0.1.6","SMB2","126","Tree Disconnect Response"
"743","1705.041768","10.0.1.6","10.0.0.4","SMB2","126","Session Logoff Request"
"744","1705.042490","10.0.0.4","10.0.1.6","SMB2","126","Session Logoff Response"
"745","1705.042587","10.0.1.6","10.0.0.4","TCP","54","57026  >  445 [RST, ACK] Seq=20810 Ack=16306 Win=0 Len=0"
"746","1706.700978","10.0.1.6","10.0.0.4","TCP","54","57024  >  135 [FIN, ACK] Seq=329 Ack=281 Win=524288 Len=0"
"747","1706.701029","10.0.1.6","10.0.0.4","TCP","54","57025  >  49667 [FIN, ACK] Seq=463 Ack=473 Win=524032 Len=0"
"748","1706.702698","10.0.0.4","10.0.1.6","TCP","54","135  >  57024 [ACK] Seq=281 Ack=330 Win=4196864 Len=0"
"749","1706.702699","10.0.0.4","10.0.1.6","TCP","54","135  >  57024 [FIN, ACK] Seq=281 Ack=330 Win=4196864 Len=0"
"750","1706.702738","10.0.1.6","10.0.0.4","TCP","54","57024  >  135 [ACK] Seq=330 Ack=282 Win=524288 Len=0"
"751","1706.702783","10.0.0.4","10.0.1.6","TCP","54","49667  >  57025 [ACK] Seq=473 Ack=464 Win=4196864 Len=0"
"752","1706.702783","10.0.0.4","10.0.1.6","TCP","54","49667  >  57025 [FIN, ACK] Seq=473 Ack=464 Win=4196864 Len=0"
"753","1706.702796","10.0.1.6","10.0.0.4","TCP","54","57025  >  49667 [ACK] Seq=464 Ack=474 Win=524032 Len=0"
"754","1725.782021","10.0.1.4","10.0.1.6","TCP","66","60803  >  445 [SYN] Seq=0 Win=64240 Len=0 MSS=1418 WS=256 SACK_PERM=1"
"755","1725.782220","10.0.1.6","10.0.1.4","TCP","66","445  >  60803 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"756","1725.782907","10.0.1.4","10.0.1.6","TCP","54","60803  >  445 [ACK] Seq=1 Ack=1 Win=524544 Len=0"
"757","1725.782970","10.0.1.4","10.0.1.6","SMB","127","Negotiate Protocol Request"
"758","1725.801014","10.0.1.6","10.0.1.4","SMB2","584","Negotiate Protocol Response"
"759","1725.804329","10.0.1.4","10.0.1.6","SMB2","278","Negotiate Protocol Request"
"760","1725.805202","10.0.1.6","10.0.1.4","SMB2","668","Negotiate Protocol Response"
"761","1725.810585","10.0.1.4","10.0.1.6","TCP","1472","60803  >  445 [ACK] Seq=298 Ack=1145 Win=523264 Len=1418 [TCP segment of a reassembled PDU]"
"762","1725.810599","10.0.1.4","10.0.1.6","SMB2","432","Session Setup Request"
"763","1725.810632","10.0.1.6","10.0.1.4","TCP","54","445  >  60803 [ACK] Seq=1145 Ack=2094 Win=4197120 Len=0"
"764","1725.811574","10.0.1.6","10.0.1.4","SMB2","315","Session Setup Response"
"765","1725.812390","10.0.1.4","10.0.1.6","SMB2","160","Tree Connect Request Tree: \\\\NASHUA\\ADMIN$"
"766","1725.812570","10.0.1.6","10.0.1.4","SMB2","138","Tree Connect Response"
"767","1725.813035","10.0.1.4","10.0.1.6","SMB2","178","Ioctl Request FSCTL_QUERY_NETWORK_INTERFACE_INFO"
"768","1725.813644","10.0.1.6","10.0.1.4","SMB2","474","Ioctl Response FSCTL_QUERY_NETWORK_INTERFACE_INFO"
"769","1725.814481","10.0.1.4","10.0.1.6","SMB2","258","Create Request File: Temp\\python.exe"
"770","1725.814631","10.0.1.6","10.0.1.4","SMB2","130","Create Response, Error: STATUS_OBJECT_NAME_NOT_FOUND"
"771","1725.864542","10.0.1.4","10.0.1.6","TCP","54","60803  >  445 [ACK] Seq=2528 Ack=1986 Win=524032 Len=0"
"772","1726.056999","10.0.1.4","10.0.1.6","SMB2","234","Create Request File: Temp"
"773","1726.057422","10.0.1.6","10.0.1.4","SMB2","298","Create Response File: Temp"
"774","1726.061394","10.0.1.4","10.0.1.6","SMB2","146","Close Request File: Temp"
"775","1726.061550","10.0.1.6","10.0.1.4","SMB2","182","Close Response"
"776","1726.062435","10.0.1.4","10.0.1.6","SMB2","422","Create Request File: Temp\\python.exe"
"777","1726.063277","10.0.1.6","10.0.1.4","SMB2","410","Create Response File: Temp\\python.exe"
"778","1726.064192","10.0.1.4","10.0.1.6","SMB2","275","GetInfo Request FS_INFO/FileFsVolumeInformation File: Temp\\python.exe;GetInfo Request FS_INFO/FileFsAttributeInformation File: Temp\\python.exe"
"779","1726.064308","10.0.1.6","10.0.1.4","SMB2","258","GetInfo Response;GetInfo Response"
"780","1726.064811","10.0.1.4","10.0.1.6","SMB2","162","SetInfo Request FILE_INFO/SMB2_FILE_ENDOFFILE_INFO File: Temp\\python.exe"
"781","1726.064929","10.0.1.6","10.0.1.4","SMB2","124","SetInfo Response"
"782","1726.114488","10.0.1.4","10.0.1.6","TCP","54","60803  >  445 [ACK] Seq=3497 Ack=2988 Win=524544 Len=0"
"783","1726.210719","10.0.1.4","10.0.1.6","TCP","17070","60803  >  445 [ACK] Seq=3497 Ack=2988 Win=524544 Len=17016 [TCP segment of a reassembled PDU]"
"784","1726.210774","10.0.1.6","10.0.1.4","TCP","54","445  >  60803 [ACK] Seq=2988 Ack=20513 Win=4197120 Len=0"
"785","1726.211576","10.0.1.4","10.0.1.6","TCP","28414","60803  >  445 [ACK] Seq=20513 Ack=2988 Win=524544 Len=28360 [TCP segment of a reassembled PDU]"
"786","1726.211602","10.0.1.6","10.0.1.4","TCP","54","445  >  60803 [ACK] Seq=2988 Ack=48873 Win=4197120 Len=0"
"787","1726.212604","10.0.1.4","10.0.1.6","TCP","66","60805  >  445 [SYN] Seq=0 Win=64240 Len=0 MSS=1418 WS=256 SACK_PERM=1"
"788","1726.212697","10.0.1.6","10.0.1.4","TCP","66","445  >  60805 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"789","1726.212725","10.0.1.4","10.0.1.6","TCP","38340","60803  >  445 [ACK] Seq=48873 Ack=2988 Win=524544 Len=38286 [TCP segment of a reassembled PDU]"
"790","1726.212740","10.0.1.4","10.0.1.6","TCP","1472","60803  >  445 [ACK] Seq=87159 Ack=2988 Win=524544 Len=1418 [TCP segment of a reassembled PDU]"
"791","1726.212755","10.0.1.6","10.0.1.4","TCP","54","445  >  60803 [ACK] Seq=2988 Ack=88577 Win=4197120 Len=0"
"792","1726.212967","10.0.1.4","10.0.1.6","TCP","66","60806  >  445 [SYN] Seq=0 Win=64240 Len=0 MSS=1418 WS=256 SACK_PERM=1"
"793","1726.213062","10.0.1.6","10.0.1.4","TCP","66","445  >  60806 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"794","1726.213407","10.0.1.4","10.0.1.6","TCP","1472","60803  >  445 [ACK] Seq=88577 Ack=2988 Win=524544 Len=1418 [TCP segment of a reassembled PDU]"
"795","1726.213413","10.0.1.4","10.0.1.6","TCP","45430","60803  >  445 [ACK] Seq=89995 Ack=2988 Win=524544 Len=45376 [TCP segment of a reassembled PDU]"
"796","1726.213448","10.0.1.6","10.0.1.4","TCP","54","[TCP ACKed unseen segment] 445  >  60803 [ACK] Seq=2988 Ack=139625 Win=4197120 Len=0"
"797","1726.213456","10.0.1.4","10.0.1.6","TCP","54","60805  >  445 [ACK] Seq=1 Ack=1 Win=524544 Len=0"
"798","1726.213497","10.0.1.4","10.0.1.6","SMB2","270","Negotiate Protocol Request"
"799","1726.213522","10.0.1.4","10.0.1.6","TCP","54","60806  >  445 [ACK] Seq=1 Ack=1 Win=524544 Len=0"
"800","1726.213522","10.0.1.4","10.0.1.6","SMB2","270","Negotiate Protocol Request"
"801","1726.213906","10.0.1.6","10.0.1.4","SMB2","668","Negotiate Protocol Response"
"802","1726.214018","10.0.1.4","10.0.1.6","TCP","45430","[TCP Previous segment not captured] 60803  >  445 [ACK] Seq=139625 Ack=2988 Win=524544 Len=45376 [TCP segment of a reassembled PDU]"
"803","1726.214035","10.0.1.4","10.0.1.6","TCP","1472","[TCP Previous segment not captured] 60803  >  445 [ACK] Seq=194927 Ack=2988 Win=524544 Len=1418 [TCP segment of a reassembled PDU]"
"804","1726.214036","10.0.1.4","10.0.1.6","TCP","5726","60803  >  445 [ACK] Seq=196345 Ack=2988 Win=524544 Len=5672 [TCP segment of a reassembled PDU]"
"805","1726.214065","10.0.1.6","10.0.1.4","TCP","54","[TCP ACKed unseen segment] 445  >  60803 [ACK] Seq=2988 Ack=202017 Win=4197120 Len=0"
